EECS 12,INTRO PROGRAMMING,MATH 2A,AP CALCULUS AB,AP CALCULUS BC,AP CALCULUS AB SUB
EECS 22L,SOFTWARE ENGR IN C,EECS 22
EECS 31L,INTRO DIG LOGIC LAB,EECS 31,CSE 31, AND,EECS 10,EECS 12,CSE 22,IC SCI 22,CSE 42,IC SCI 32
EECS 55,ENGR PROBABILITY,MATH 2D
EECS 70A,NETWORK ANALYSIS I,MATH 3D, AND,PHYSICS 7D, AND,EECS 10,EECS 12,ENGRMAE 10,CSE 21,IC SCI 21,IC SCI H21,CSE 41,IC SCI 31,AP COMP SCI A,AP COMP SCI AB
EECS 70LA,NET ANALYS I LAB,EECS 70A, AND,PHYSICS 7D, AND,EECS 10,EECS 12,ENGRMAE 10
EECS 101,INTRO TO MACH VIS,EECS 150,EECS 50,CSE 50
EECS 112L,ORG DIGITL COMP LAB,EECS 112,CSE 132
EECS 116,INTRO TO DATA MGMT,IC SCI 33,CSE 43,EECS 114
EECS 117,PARALLEL COMP SYSTM,EECS 20, AND,EECS 112,CSE 132, AND,EECS 114
EECS 141A,COMMUNCTN SYSTMS I,EECS 55, AND,EECS 150
EECS 144,ANTENNA DESIGN,EECS 180A
EECS 145,ELECTRCL ENGR ANLYS,MATH 3D
EECS 148,COMPUTER NETWORKS,EECS 55,STATS 67
EECS 150,CONT-TM SIGS&SYSTM;,EECS 70A,CSE 70A, AND,EECS 145
EECS 152B,DSP DESIGN & LAB,EECS 22,CSE 45C,IC SCI 45C, AND,EECS 152A,CSE 135A
EECS 166A,I&P; ELECTRONICS,EECS 160A, AND,EECS 170C
EECS 170A,ELECTRONICS I,PHYSICS 7E, AND,PHYSICS 7D, AND,EECS 70A,CSE 70A
EECS 170B,ELECTRONICS II,EECS 170LB, AND,EECS 70B, AND,EECS 170A, AND,EECS 170LA
EECS 170E,ANALOG/COMM IC DES,EECS 170C
EECS 170LA,ELECTRONICS I LAB,EECS 170A, AND,PHYSICS 7E, AND,PHYSICS 7D, AND,EECS 70B
EECS 170LB,ELECTRONICS II LAB,EECS 170A, AND,EECS 170LA
EECS 174,SEMICONDR DEVICES,EECS 170A
EECS 180A,ENGR ELECTROMAG I,MATH 2D, AND,MATH 3D, AND,PHYSICS 7E, AND,EECS 145
EECS 182,MMIC DESIGN,EECS 180A
