WRITING 30,BEG POETRY WRITING,ENTRY LEVEL WRITING
WRITING 31,BEG FICTION WRITING,ENTRY LEVEL WRITING
WRITING 39B,CRIT READING & RHET,ENTRY LEVEL WRITING,PLACEMENT EXAM SOC /,WRITING 39A,WRITING 39AP
WRITING 39C,ARGUMENT & RESEARCH,WRITING 39B,WRITING 37,HUMAN 1AS,HUMAN 1BS
WRITING 90,INT POETRY WRITING,WRITING 30
WRITING 91,INT FICTION WRITING,WRITING 31
