ENGR 7B,INTRO TO ENGR II,ENGR 7A
ENGR 30,STATICS,MATH 2D,MATH 2D, AND,PHYSICS 7C
ENGR 54,PRIN MATERIALS SCI,ENGR 1A,CHEM 1A,AP CHEMISTRY, AND,PHYSICS 7C
ENGR 80,DYNAMICS,MATH 2D, AND,PHYSICS 7C
ENGR 190W,COMM IN PROF WORLD,LOWER DIVISION WRITING
