DRAMA 30B,INTRO ACTING,DRAMA 30A
DRAMA 40B,DEVELOPMNT OF DRAMA,DRAMA 10
DRAMA 50B,SCENIC DESIGN,DRAMA 10
DRAMA 50C,LIGHTING DESIGN,DRAMA 10
DRAMA 50E,INTRO TO STAGE MGMT,DRAMA 10
DRAMA 80,DIRECTING I,DRAMA 30A, AND,DRAMA 30B
DRAMA 118,MODERN EURO PERF,DRAMA 40A, AND,DRAMA 40B, AND,DRAMA 40C
DRAMA 129W,AFRICAN DRAMA,LOWER DIVISION WRITING
DRAMA 130,INTERMEDIATE ACTING,DRAMA 30A B, AND,DRAMA 30B B, AND,DRAMA 30C B
DRAMA 135,ACTING FOR CAMERA,DRAMA 130A B,DRAMA 130 B
DRAMA 135,CLOWNING,DRAMA 130A B,DRAMA 130 B
DRAMA 135,IMPROVISATION,DRAMA 130A B,DRAMA 130 B
DRAMA 135,SHOW BIZ BUSINESS,DRAMA 130A B,DRAMA 130 B
DRAMA 136,MUSIC THEATR ACTING,DRAMA 30A, AND,DRAMA 30B, AND,DRAMA 30C
DRAMA 143A,MUS THTR WRKSHP III,DRAMA 142
DRAMA 144,MUS THTR WRKSHP IV,DRAMA 143A, AND,DRAMA 143B, AND,DRAMA 143C
DRAMA 145,MUS THTR SINGING,DRAMA 143,DRAMA 144
DRAMA 164A,COSTUME HISTORY,DRAMA 50A
DRAMA 182B,DANCE TECHNIQUE I,DRAMA 65,DRAMA 142, AND,DRAMA 182A
DRAMA 183B,DANCE TECHNIQUE II,DRAMA 65,DRAMA 142, AND,DRAMA 183A
DRAMA 185,ADVANCED DIRECTING,DRAMA 184
