HUMAN 1B,HUMANITIES CORE LEC,LOWER DIVISION STANDING ONLY
HUMAN 1BS,HUMANITIES CORE WRT,HUMAN 1B ANDENTRY LEVEL WRITINGANDLOWER DIVISION STANDING ONLY
HUMAN 1BES,HUMAN CORE WRT ELW,HUMAN 1AES C-, AND,HUMAN 1B ANDLOWER DIVISION STANDING ONLY
