AC ENG 20A,ACADEMIC WRITING,PLACEMENT EXAM SOC /
AC ENG 20B,ACADEMIC WRITING,AC ENG 20A,PLACEMENT EXAM SOC /
AC ENG 20C,ACADEMIC WRITING,AC ENG 20B,PLACEMENT EXAM SOC /
AC ENG 20D,ACADEMIC WRITING,AC ENG 20C
AC ENG 22A,READING&VOCABULARY;,PLACEMENT EXAM SOC /
AC ENG 23C,ESL ADV COMM III,AC ENG 23A,AC ENG 23B
AC ENG 139W,ADV ACADMIC WRITING,LOWER DIVISION WRITING
