LINGUIS 20,INTRO TO SYNTAX,LINGUIS,LINGUIS 169,PSYCH 159
LINGUIS 102,FORMAL LANG & AUTM,IC SCI 23,IC SCI H23, AND,IC SCI 51, AND,MATH 6A,IC SCI 6A, AND,MATH 6B, AND,MATH 6C,MATH 3A, AND,MATH 2ABC
LINGUIS 155,PSYCH OF LANGUAGE,PSYCH 7A,PSY BEH 9,PSYCH 9B,PSY BEH 11B
